缘	yun4
鵠	guk1/huk1
纊	kwong3
咑	dak1
栈	jaan6
丁	ding1
盞	jaan2
傭	yung4
裴	pui4
訪	fong2
你	nei5
伺	ji6
斒	baan1
萦	ying4
菹	zeoi1
殤	seung1
飫	yu3
藪	sau2
尘	chan4
诌	jau1
嬴	ying4
鰨	taap3/taat3
碣	kit3
閱	yut6
很	han2
追	zeoi1
鱒	chyun5/jyun1
犬	hyun2
离	lei4
捃	kwan2
意	yi3
宾	ban1
倶	geui1
敝	bai6
恕	syu3
邕	yung1
剜	wun1
苑	yun2
資	ji1
膀	pong4/bong2
蝓	yu4
啡	fe1/fei1
燕	yin3/yin1
埸	yik6
耎	yun5
罂	aang1
痘	dau6
虿	chaai3
巍	ngai4
昇	sing1
嵘	wing4
丏	min5
傀	faai3
臿	chaap3
甋	dik1
稛	kwan2
枪	cheung1
探	taam3
薯	syu4/syu5
皜	hou6
际	jai3
崌	geui1
椷	gaam1
鐺	chang1/dong1
𦧲	loe1
开	hoi1
芍	jeuk3
尢	wong1
癞	laai3
赏	seung2
笏	fat1
巾	gan1
觋	hat6
紵	chyu5
瘀	yu2
趌	gat6
叙	zeoi6
缒	zeoi6
聿	leut6/wat6
屐	kek6
囝	jai2/joi2
瞀	mau6
挖	waat3
鼯	ng4
膚	fu1
缭	liu4
嫡	dik1
鷹	ying1
榇	chan3
訛	ngo4
衄	nuk6
栲	haau2
绸	chau4
艫	lou4
瘰	lo2
隳	fai1
醞	wan3
殢	taai3
穟	seui6
裾	geui1
看	hon3/hon1
庭	ting4
孿	lyun4
璫	dong1
鸚	ying1
恣	chi3/ji3
颁	baan1
哽	gang2/ang2
踐	chin5
羵	fan4
舲	ling4
瓘	gun3
鴇	bou2
蓑	so1
犆	dak6
虹	hung4
褦	le5/naai6/nang2/nang3
焗	guk6
醄	tou4
膩	nei6
謄	tang4
噲	faai3
强	keung4/keung5
睜	jaang1/jang1
豈	hei2
鎡	ji1
開	hoi1
罗	lo1/lo3/lo4/lo4
翽	wai3
拈	nim1
鐙	dang3
粑	ba1
篳	bat1
蓬	pung4/fung4
学	hok6
鬓	ban3
蝇	ying4
巉	chaam4
畹	yun2
隷	lai6/dai6
憚	daan6
乃	naai5
荩	jeun2
諤	ngok6
荳	dau6
坚	gin1
菟	tou3
偢	chau1
握	ak1
蕤	yeui4
趵	paau3
駸	cham1
蹈	dou6
谲	kyut3
摠	jung2
咄	deut1
钵	but3/but3
佳	gaai1
阔	fut3
鯤	gwan1
旒	lau4
臠	lyun5
纚	saai2
舖	pou3
睹	dou2
慍	wan3
偻	lau4
蘇	sou1
堄	ngai6
鲟	cham4
織	jik1
棣	dai6
钛	taai3
楩	pin4
蟋	sik1
纏	chin4/jin6
闇	am3
喵	miu1
騂	sing1
撷	git3/kit3
鐿	yi3
烫	tong3
忾	koi3
蹦	baang6
轟	gwang1
嫄	yun4
款	fun2
违	wai4
釤	saam1
叟	sau2
錢	chin2/chin4
评	ping4
拱	gung2
沤	au1/au3
膗	saai4
怏	yeung2/yeung3
凫	fu4
壹	yat1/yik1
郿	mei4
浬	lei5
丢	diu1/diu6
鎂	mei5
逛	kwaang3/gwaang6
頤	yi4
櫓	lou5
剮	wa2
瞇	mei1/mai5
折	jit3
藥	yeuk6
巋	kwai1
惨	chaam2
搪	tong4
纺	fong2
钟	jung1
漶	waan6
酅	kwai4
獺	chaat3
幽	yau1
醪	lou4
绲	gwan2
秀	sau3
這	je5
逑	kau4
瀔	guk1
风	fung1
穮	biu1
锽	wong4
衝	chung1
箜	hung1
贊	jaan3
咼	gwa3
虾	ha1
怍	jok6
譜	pou2
参	chaam1
紈	yun4
蠲	gyun1
骒	fo3
紧	gan2
唐	tong4
磧	jaak3/jik1
宵	siu1
偈	gai2/gai6/git6
躠	sit3
堤	tai4/tai4
闺	gwai1
諺	yin6
鰭	kei4
锱	ji1
駢	pin4
飲	yam2
蹢	dik1/jaak6
鎪	sau1
鸲	keui4
龙	lung4
粗	chou1
鼢	fan5
鱔	sin5
晨	san4
铽	tik1
觜	zeoi2/ji1
梔	ji1
蹊	hai4
蛇	se4
蛾	ngo4
殊	syu4
銓	chyun4
葎	leut6
簪	jaam1
烨	yip6
貰	sai3
甯	ning4
鈮	nei4
郔	yin4
譫	jim1
沟	gau1
炷	jyu3
軒	hin1
烬	jeun6
檁	lam5
滹	fu1
赬	ching1
沖	chung1
衞	wai6
烊	yeung4
夙	suk1
虢	gwik1
拄	jyu2
酗	yu3
潘	pun1
堠	hau6
疳	gam1
鷃	aan3
谧	mat6
鴽	yu4
煍	chau1
愜	hip3
轻	hing1/heng1
氇	lou5
巅	din1
泯	man5
嚣	hiu1
嬖	pei3
庑	mou4/mou5
椿	cheun1
灶	jou3
婆	po4
狞	ning4
轿	giu2/giu6
扒	pa4
萵	wo1
聆	ling4
樊	faan4
麋	mei4
疕	bei2
敌	dik6
袆	fai1
伽	ga1/ke4
縊	ai3
蟾	sim4
鰥	gwaan1
駿	jeun3
缴	giu2
蜓	ting4
谠	dong2
卍	maan6
點	dim2
豝	ba1
戶	wu6
蔌	chuk1
莔	maang4
娶	cheui2
瑑	syun6
趕	gon2
杝	chi2
排	paai4
蚍	pei4
伋	kap1
鬷	jung1
眉	mei4
礬	faan4
璐	lou6
餮	tit3
鱖	gwai3
欐	lai6
雘	wok3
哩	lei5/le1/lei1/li1
茂	mau6
岭	leng5/ling5
萏	daam6
猬	wai6
黃	wong4/wong4
駪	san1
錞	seun4
膜	mok6
哇	wa1
夗	yun2
哏	gan1
轄	hat6
砾	lik1
僎	syun2
播	bo3
打	da2/da1
併	bing3
缔	dai3
沈	cham4/sam2
崧	sung1
佛	fat6/fat1
焉	yin1/yin4
现	yin6
髫	tiu4
澄	ching4/dang6
肯	hang2
霈	pui3
箘	kwan1
肵	kei4
摑	gwaak3/gwok3
慳	haan1
畢	bat1
賜	chi3
胱	gwong1
渮	go1
頰	gaap3
淅	sik1
豫	yu6
鹼	gaan2
陪	pui4
扪	mun4
硖	gip3/haap6
澌	si1
电	din6
襪	mat6
摩	mo1
鹈	tai4
鄖	wan4
胶	gaau1
碴	cha4
顙	song2
猫	maau1
驳	bok3
鈕	nau2
袍	pou4
斜	che4/che3
鬥	dau3
拊	fu2
豳	ban1
耰	yau1
寎	bing3
虡	geui6
褲	fu3
籙	luk6
轸	jan2
在	joi6
鸾	lyun4
涓	gyun1
缵	jyun2
徠	loi4
氧	yeung5
鮪	fui2
勾	ngau1
餕	jeun3
麟	leun4
憩	hei3
纳	naap6
妳	nei5
钤	kim4
切	chit3/chai3
鯈	yau4
巟	fong1
傅	fu6
獧	gyun6
婴	ying1
淊	yim1
坑	haang1
堉	yuk6
依	yi1
肴	ngaau4/ngaau4
傷	seung1
孬	naau1
忒	tik1
階	gaai1
训	fan3
岫	jau6
惚	fat1
弼	bat6
啞	a2
蔫	yin1
烃	ting1
舌	sit6
驷	si3
蔡	choi3
紘	wang4
甃	jau3
瓩	chin1/nga5
嬋	sim4/sin4
弩	nou5
淥	luk6
鞝	jeung2
絝	fu3
鶯	ang1
藎	jeun2
瑣	so2
骡	lo4
紗	sa1
嚀	ning4
盻	hai6
砗	che1
裤	fu3
瘈	jai3
隋	cheui4
錒	a1
住	jyu6
檄	hat6
糯	no6
鹹	haam4
原	yun4
何	ho4
觚	gu1
髐	haau1
鉆	chyun3/kim4
侈	chi2
塓	mik6
斤	gan1
筏	fat6
爱	oi3/ngoi3
迂	yu1/heui1
筵	yin4
睞	loi6
谭	taam4
藿	fok3
瓊	king4
辊	gwan2
錛	ban1
鳇	wong4
锊	lyut3
枭	hiu1
橤	yeui5
產	chaan2
谯	chiu4
证	jing3
靨	yip6
习	jaap6
塾	suk6
麥	mak6
埆	gok3
浊	juk6
繅	sou1
揼	dam6
灴	hung4
銠	lou5
迢	tiu4
麩	fu1
南	naam4
逵	kwai4
恶	ngok3/ok3/wu3
萱	hyun1
灠	laam5
举	geui2
网	mong5
餿	sau1
毕	bat1
吳	ng4
苜	muk6
毀	wai2
攩	dong2/dong3
氢	hing1
屼	ngat6
啭	jyun2
禊	hai6
芫	yun4
齇	ja1
狰	jaang1/jang1
猻	syun1
补	bou2
毫	hou4
潠	seun3
芷	ji2
蘩	faan4
熒	ying4
鹺	cho4
姪	jat6
拫	hang4
鬻	yuk6
敬	ging3
泠	ling4
滔	tou1
萋	chai1
搖	yiu4
麈	jyu2
慧	wai6
暍	hot3
插	chaap3
礮	paau3
璆	kau4
铮	jang1/jaang1
襃	bou1
噫	yi1
筱	siu2
舅	kau5/kau3
灰	fui1
钃	suk6
杪	miu5
闓	hoi2
衿	gam1/kam1
裲	leung5
鋁	leui5
臑	yu4
頻	pan4
覃	taam4
樺	wa6
轎	giu2/giu6
楔	sit3
溦	mei4
嵝	lau5
緜	min4
祃	ma6
隮	jai1
預	yu6
褪	tan3
酇	jyun2
蜕	teui3/seui3
欺	hei1
鞹	kwok3
堙	yan1
隆	lung4
腌	yim1/yim1
褛	leui5
霧	mou6
粹	seui6
跑	paau2
叶	yip6
泒	gu1
冠	gun3/gun1
熠	yap1
馱	to4
鳥	niu5
竈	jou3
籸	saam2
豢	waan6
夭	yiu1
瞢	mung4
魋	teui4
枹	fu1
線	sin3
疲	pei4
钉	deng1
贕	duk6
爐	lou4
蟢	hei2
橼	yun4
匭	gwai2
鰣	si4
喃	naam4
飯	faan6
他	ta1
鏵	wa4
玠	gaai3
肌	gei1
蜜	mat6
樞	syu1
压	aat3/ngaat3
冰	bing1
赓	gang1
肝	gon1
柚	yau2/yau6
嗤	chi1
簞	daan1
卧	ngo6
戙	dung6
尟	sin2
爲	wai6/wai4
轞	laam6
鞚	hung3
價	ga3
衎	hon2
蓰	saai2
喥	dou6
驭	yu6
铳	chung3
趔	lit6
憯	chaam2
懸	yun4
恫	dung6
杲	gou2
摒	bing3
麼	mo1
柑	gam1
緗	seung1
感	gam2
湲	wun4/yun4
菽	suk6
鳆	fuk1
桡	naau4/yiu4
铍	pei1
磁	chi4
婦	fu5
倜	tik1
諑	deuk6
覆	fuk1/fau6
寡	gwa2
锟	gwan1
闢	pik1
糒	bei6
茫	mong4
遻	ng6
酝	wan3
赊	se1
偲	si1
鈷	gu2
颳	gwaat3
簽	chim1
颓	teui4
搲	wa2/we2
嗰	go2
崂	dang3
簌	chuk1
拓	tok3/taap3
槭	chik1
绿	luk6
缛	yuk6
垞	cha4
沴	leui6
鹪	jiu1
镓	ga1
齐	chai4
汕	saan3
嵐	laam4
狮	si1
驈	wat6
生	saang1/sang1
嫣	yin1
匀	wan4
凌	ling4
宿	suk1
湖	wu4
渣	ja1
瘻	lau6
鹗	ngok6
娀	sung1
瑀	yu5
餔	bou6
脸	lim5
诳	gwong2
溮	si1
齔	chan3
誚	chiu3
忘	mong4
儕	chaai4
娴	haan4
轡	bei3
滇	din1/tin4
辜	gu1
壢	lik6
漕	chou4
濬	jeun3
蟪	wai6
帣	gyun3
柘	je3
贴	tip3*1
諜	dip6
廪	lam5
佪	wui4
粥	juk1
蔹	lim4
蘄	kei4
泐	lak6
俣	yu5
囊	nong4
颺	yeung4
璩	keui4
惱	nou5
銼	cho3
隙	gwik1
耪	pong5
祗	ji1
挹	yap1
帗	fat1
頫	fu2
縐	jau3
賃	yam6
摸	mo2
惧	geui6
詰	gat1/kit3
邛	kung4
卤	lou5/lou5
菓	gwo2
鋰	lei5
袪	keui1
谊	yi4/yi6
败	baai6
颡	song2
鲦	tiu4
纂	jyun2
绍	siu6
鈣	koi3
啢	leung2
螳	tong4
-	a1
獯	fan1
骯	hong4
冗	yung2
撕	si1
鞑	taat3
韪	wai5
畛	jan2
泑	yau2
摽	piu1
娼	cheung1
炼	lin6
胼	bin1
騖	mou6
襼	ngai6
菜	choi3
蟺	sin5
迸	bing3
瘓	wun6
扼	ak1
鐩	seui6
贪	taam1
艣	lou5
钭	dau2
鮸	min5
踌	chau4
橫	waang4
耋	dit6
齯	ngai4
蛳	si1
詀	jip3
棼	fan4
訃	fu6
該	goi1
據	geui3
髂	ka3
禳	yeung4
遹	wat6
福	fuk1
餖	dau6
淹	yim1
闕	kyut3
奎	fui1
琰	yim5
軨	ling4
硜	hang1
私	si1
衹	ji2
掹	maang1/mang1
覿	dik6
樴	jik1
飙	biu1
甇	aang1
推	teui1
鋝	lyut3
覡	hat6
戳	cheuk3
殣	gan2/gan6
投	tau4
臉	lim5
樽	jeun1
儔	chau4
涴	wo3
勒	lak6
拑	kim4
螫	chik1/sik1
挠	naau4/naau5
墻	cheung4
虒	si1
讨	tou2
苈	lik6
寻	cham4
钹	bat6
紀	gei2/gei3
窮	kung4
嗀	hok6
堌	gu3
赜	jak3
碛	jaak3/jik1
伈	sam2
杼	chyu5
嵂	leut6
蟿	kai3
釀	yeung6
渼	mei5
綏	seui1
蹰	chyu4
脡	ting5
隍	wong4
計	gai3
讧	hung4
趱	jaan2
崩	bang1
镖	biu1
雳	lik1/lik6
擁	yung2
秠	pei1
壟	lung5
苔	toi4/toi1
踝	wa5
佃	din6/tin4
踔	cheuk3
壽	sau6
莛	ting4
氤	yan1
秫	seut6
掄	leun4
卉	wai2
汁	jap1
瘟	wan1
惦	dim3
归	gwai1
縋	zeoi6
觅	mik6
里	leui5/leui5/lei5/lei5
什	sam6/jaap6/sap6
鯛	diu1
捲	gyun2
忏	chaam3
鳟	chyun5/jyun1
怔	jing1
壳	hok3
鑣	biu1
嶄	jaam2
鄄	gyun3
覚	gaau3/gok3
嬉	hei1
祜	wu2
謨	mou4
澇	lou6
遊	yau4
輓	waan5
呖	lik6
闌	laan4
斟	jam1
鱓	sin5
呵	ho1
檮	to4
膆	sou3
啗	daam6
剞	gei1/gei2
睇	tai2
浓	nung4
诖	gwa3
饵	nei6
研	yin4
灼	jeuk3
瓚	jaan3
蒌	lau4
虩	gwik1
濛	mung4
齣	cheut1
倬	cheuk3
营	ying4
槢	jaap6
壤	yeung6
馃	gwo2
及	kap6
再	joi3
漏	lau6
雲	wan4
鸢	yun1
蛸	saau1/siu1
詞	chi4
魑	chi1
俏	chiu3
砂	sa1
胸	hung1
剔	tik1
虏	lou5
虓	haau1
閈	hon6
聵	kui2
贏	yeng4/ying4
糅	nau6/yau2
酬	chau4
櫨	lou4
扃	gwing1/gwing2
滌	dik6
辭	chi4
湋	wai4
毹	yu4
鉈	ta1/to4
芟	saam1
岍	hin1
儭	chan3
喏	ye5
薈	kui2/wai3/wui3
蕪	mou4
陨	wan5
犵	hat1
笃	duk1
询	seun1
骜	ngou4
醉	zeoi3
骏	jeun3
罶	lau5
與	yu5
瞳	tung4
剂	jai1
洶	hung1
绕	yiu5
胞	baau1
榄	laam5
篲	seui6/wai6
儀	yi4
楫	jip6
肉	yuk6
燹	sin2
库	fu3
淟	tin2
锋	fung1
垛	do2
莙	gwan1
脫	tyut3
韬	tou1
誤	ng6
豋	dang1
源	yun4
膺	ying1
灝	hou6
擲	jaak6
咤	ja1
旻	man4
襻	paan3
撮	chyut3
軻	o1
囚	chau4
坛	taan4
窠	fo1
俺	yim3
钸	bou3
魎	leung5
鷩	bit3
剧	kek6
軏	yut6
弓	gung1
倀	cheung1/chaang1
舐	laai2/lem2/saai5
肾	san5
陉	jing4
邺	yip6
詳	cheung4
醑	seui2
簷	sim4/yim4
澱	din6
饽	but6
鱆	jeung1
嫗	yu2
烹	paang1
蚂	ma5/ma1/ma6
锗	je2
者	je2
褴	laam4
諉	wai2
碑	bei1
庳	bei1
睅	hon6
幩	fan4
刓	yun4
湉	tim4
趣	cheui3
俳	paai4
锡	sek3/sik1
圯	yi4
犢	duk6
飾	sik1
絰	dit6
誹	fei2
赂	lou6
甘	gam1
緣	yun4
葠	sam1
疢	chan3
肚	tou5
肇	siu6/siu6
螃	pong4
坪	ping4
屠	tou4
象	jeung6
瘴	jeung3
薮	sau2
擴	kwong3/kong3/kwok3
样	yeung6
怫	fai3/fat6
辠	zeoi6
鷦	jiu1
牓	bong2
剋	hak1
龚	gung1
滑	waat6
门	mun4
奉	fung6
鎮	jan3
琅	long4/long4
罫	gwaai2/wa6
鑪	lou5
鑿	jok6
恩	yan1
禱	tou2
詒	yi4
窵	diu3
槐	wai4
駓	pei3
螓	cheun4
钮	nau2
欖	laam5
蟄	jat6
骊	lei4
襟	kam1
蟯	yiu4
箋	jin1
阁	gok3
帜	chi3
鬩	yik1
旯	lo1
彦	yin6
嶙	leun4
餍	yim3
鄔	wu1
好	hou2/hou3
崀	long4
肘	jau2
噓	heui1
鋨	ngo4
壁	bik1
钥	yeuk6
凿	jok6
练	lin6
纁	fan1
热	yit6
附	fu6
鶉	seun4
觝	dai2
懟	deui6/zeoi6
滘	gaau3
饃	mo4
硯	yin6
愍	man5
熤	yap1
刿	gwai3
蝸	wo1/wa1
躂	taat3/daat3
檴	wok6
颃	hong4
塤	hyun1
歙	kap1/sip3
智	ji3
墐	gan2/gan6
戎	yung4
埇	tung2
籊	dik6
矶	gei1
辆	leung2
浒	wu2
濂	lim4
型	ying4
橹	lou5
聹	ning4
蹺	kiu2/hiu1
诰	gou3
二	yi6
躦	jyun2
环	waan4
樸	pok3
入	yap6
勯	daan1
蝻	naam4
瞄	miu4
窪	wa1
齁	hau1
鑕	jat1
鋩	mong4
扭	nau2
厔	jat6
跧	chyun4
眛	mui6
彌	nei4/mei4
費	fai3
猷	yau4
农	nung4
沉	cham4
鶼	gim1
塞	sak1/choi3
癟	bit6
励	lai6
怼	deui6/zeoi6
荡	dong6/dong6
瑳	cho1
蠨	siu1
晔	yip6
笾	bin1
早	jou2
钿	din6/tin4
翦	jin2
刭	ging2
暧	oi3
瑢	yung4
疔	deng1/ding1
誇	kwa1
挢	giu2/giu6
攏	lung5
醱	put3
锯	geui3
苎	chyu5
餓	ngo6
玗	yu4
鄜	fu1
禚	jeuk3
癰	yung1
樠	mun4
郢	ying5
丘	yau1
鼠	syu2
鲥	si4
么	mo1/mo1
鎏	lau4
稹	jan2
俸	fung2/fung6
陣	jan6
衢	keui4
五	ng5
飶	bat6
褟	jip3
盖	goi3/koi3
迈	maai6
硕	sek6
异	yi6
賢	yin4
馵	jyu3
岛	dou2
舊	gau6
箔	bok6
诘	gat1/kit3
勷	seung1
苕	tiu4
睟	seui6
鴻	hung4
绥	seui1
罐	gun3
斃	bai6
少	siu2/siu3
拿	na4
心	sam1
嚓	chaat3
輯	chap1
鐲	juk6
酈	lik6
基	gei1
鮭	gwai1
鈾	yau4
铪	hap6
鶡	hot3
瀏	lau4
毖	bei3
昝	jaan2
集	jaap6
菴	am1
爹	de1
敵	dik6
劳	lou4/lou1
灤	lyun4
請	cheng2/ching2
笮	jaak6/jok6
劦	hip3
眅	paan1
庠	cheung4
縻	mei4
展	jin2
佘	se4
加	ga1
嚡	haai4
嘅	ge3
螢	ying4
螞	ma5/ma1/ma6
悶	mun6
猲	hot3
圪	gaak3
郾	yin2
的	dik1
濆	fan4/pan3
攜	kwai4
競	ging3
密	mat6
鏦	chung1
襛	nung4
親	chan1
覓	mik6
列	lit6
颠	din1
觌	dik6
簡	gaan2
却	keuk3
鳕	syut3
胁	hip3
繾	hin2
戥	dang2/dang6
窥	kwai1
覬	gei3
麀	yau1
獢	hiu1
骂	ma6
珲	wan4
绮	yi2
蜴	yik6
觩	kau4
皦	giu2
乡	heung1
筚	bat1
泔	gam1
雛	cho1/cho4
娭	oi1
缓	wun6
映	ying2
筅	sin2
騫	hin1
遰	dai6
蛛	jyu1
K	ke1
蟹	haai5
鼻	bei6
輈	jau1
消	siu1
臍	chi4
蓦	mak6
态	taai3
洱	yi5
殚	daan1
艘	sau1
纫	yan6
瀠	ying4
哨	saau3
憸	chim1
脯	fu2/pou2
鬈	kyun4
搶	cheung2
砫	chyu2/jyu2
蕎	kiu4
蝤	chau4/yau4
馬	ma5
雍	yung1
褓	bou2
窨	fan1/yam3
姍	saan1
牷	chyun4
譎	kyut3
錐	zeoi1
癸	gwai3
聪	chung1
蟨	kyut3
板	baan2/baan2
偏	pin1
啎	ng5
坋	ban3
酽	yim6
趿	taat3
适	sik1
垤	dit6
缦	maan6
霢	mak6
摇	yiu4
始	chi2
詬	gau2/hau2
堞	dip6
停	ting4
妁	jeuk3
缾	ping4
賸	sing6
怀	waai4
砥	dai1
銀	ngan4/ngan2
盧	lou4
獳	nau1
陶	tou4
悠	yau4
局	guk6/guk6/guk2
褱	waai4
铠	hoi2
蚖	yun4
電	din6
飽	baau2
餤	taam4
氹	tam5
夜	ye6
餉	heung2
朮	seut6
铭	ming4
惜	sik1
匿	nik1
聋	lung4
噞	yim2
閩	man4/man5
壿	chun1
蔬	so1
勖	huk1/yuk1
錨	maau4/naau4
霾	maai4
泉	chyun4
晁	chiu4
赇	kau4
帝	dai3
郜	gou3
纴	yam6
祚	jou6
暖	nyun5
蚣	gung1
缡	lei4
侜	jau1
仵	ng5
嬰	ying1
餵	wai3
糔	sau2
座	jo6
毁	wai2/wai2/wai2
篙	gou1
庄	jong1
揲	sip3
钺	yut6
胠	keu1
閂	saan1
祀	ji6
寥	liu4
炰	paau4
免	min5
嗲	de1/de2
祅	hin1
战	jin3
瘲	jung3
燔	faan4
琶	pa4
驯	seun4/cheun4
碡	duk6
餫	wan4/wan6
飕	sau1
睦	muk6
烜	hyun1
选	syun2
麻	ma4
忽	fat1
善	sin6
炎	yim4
绯	fei1
箎	chi4
诊	chan2
逃	tou4
疫	yik6
鞠	guk1
君	gwan1
晏	aan3
搎	syun1
朅	kit3
歪	me2/waai1
玖	gau2
咒	jau3
逋	bou1
枚	mui4
褕	yu4
誉	yu6
岧	tiu4
P	pi1
艄	saau1
節	jit3
彊	geung1/geung6/keung4/keung5
貯	chyu5
敲	haau1
璧	bik1
鏞	yung4
资	ji1
箯	bin1
駱	lok3
伧	chaang4/chong1
锁	so2
浮	fau4
髹	yau1
缜	jan2
嚆	hou1
蜱	pei4
蕨	kyut3
殯	ban3
期	kei4
坦	taan2
铢	jyu1
铷	yu4
鉅	geui6
驿	yik6
簨	seun2
總	jung2
堝	wo1
觊	gei3
姆	mou5
縶	jap1
迷	mai4
钏	chyun3
廾	gung2
鸩	jam6
銃	chung3
隃	yu4/yu6
鈥	fo2
辏	chau3
諠	hyun1
閃	sim2
搢	jeun3
签	chim1/chim1
嵯	cho1
沅	yun4
薤	haai6
蠜	faan4
厜	cheui1
倖	hang6
童	tung4
厅	teng1
袜	mat6
踏	daap6
纽	nau2
珮	pui3
侧	jak1
粒	lap1/nap1
呱	gwa1/gu1/gwa2
瀌	biu1
騵	yun4
亼	jaap6
殃	yeung1
鏘	cheung1
抽	chau1
涇	ging1
鲳	cheung1
蜩	tiu4
鵻	zeoi1/jeun2
鉗	kim4
闆	baan2
惛	fan1
摶	tyun4
能	nang4
銖	jyu1
皆	gaai1
盪	dong6
咩	me1
鳅	chau1
卄	ya6/ye6
緞	dyun6
公	gung1
藐	miu5
站	jaam6
韅	hin2
蓧	diu6
钴	gu2
菘	sung1
菼	taam2
屨	geui3
盏	jaan2
擖	kat6
殛	gik1
笈	kap1
浴	yuk6
護	wu6
佰	baak3
簿	bou6
憾	ham6
鸇	jin1
堡	bou2
軛	aak1/ngaak1
驵	jong2
騭	jat1
净	jing6/jeng6
严	yim4
庋	gei2/gwai2
賭	dou2
糈	seui2
霜	seung1
痿	wai2
袗	chan2
乍	ja3/jok3
棘	gik1
漈	jai3
錚	jang1/jaang1
肠	cheung4
鹑	seun4
礐	kok3
荜	bat1
纶	gwan1/leun4
雨	yu5
賅	goi1
诗	si1
臄	keuk6
鉦	jing1
茏	lung4
裎	ching4
搅	gaau2
玎	ding1
疡	yeung4
穩	wan2
瞏	king4
跐	chi2
鬮	gau1
藍	laam4
耙	pa4
盹	deun6
噗	pok3
稌	dou6
窕	tiu5
差	cha1/chaai1/chī
蛅	yim4
寮	liu4
晞	hei1
嗉	sou3/sou3
侄	jat6/jat6
髧	dam3
蟒	mong5
佌	chi2
饧	ching4
良	leung4
跚	saan1
皕	bik1
恬	tim4
鄆	wan6
枨	chaang4/chaam4/chaam5/chaan5
菸	yin1
肥	fei4
恼	nou5
抻	chan2
權	kyun4
钻	jyun1
沏	chai1
覦	yu4
崖	ngaai4
姜	geung1
绂	fat1
碧	bik1
鵲	cheuk3
祠	chi4
瘕	ha4
勉	min5
蓍	si1
绰	cheuk3
飼	ji6
辍	jyut3
傍	pong6/bong6
腜	mui4
儲	chyu5
瘩	daap3
饉	gan2
楎	fai1
鯽	jik1
皂	jou6
鬃	jung1
辔	bei3
闖	chong2/chong3
間	gaan1/gaan3
咳	kat1
憋	bit3
薌	heung1
補	bou2
瀨	laai6
荊	ging1
籲	yu6
壑	kok3
赴	fu6
哼	hang1
穄	jai3
廥	kwui2
賮	jeun2
娠	jan3/san1
